vendor,country,website,domain,primary_email,all_emails,email_source,email_page,phone,whatsapp,telegram_signal,social,us_signal_on_site,state_mentioned,company_type,sells_direct,research_only,peptide_terms_found,peptide_hits,peptidebase_tier,listed_on,peptidebase_profile,finnrick_profile,finnrick_location,finnrick_products_tested,finnrick_tests,finnrick_status,crawl_status,pages_checked,notes
Subscribe and Save - 2025 - MuscleTech,unknown (discovered via search),https://muscletech.com/,muscletech.com,privacy@iovate.com,privacy@iovate.com,website,https://muscletech.com/policies/privacy-policy,(888) 334-4448; (905) 678-3119,,,,yes,New York,manufacturing_lab,yes,,"peptide, peptides",2,,"repo roster (discovery:result:peptide ""subscribe and save"" research)",,,,,,,ok,7,
The DOJ also prosecuted Tailor Made Compounding LLC for dist,unknown (discovered via search),https://amcdefenselaw.com/,amcdefenselaw.com,contact@amcdefenselaw.com,contact@amcdefenselaw.com,website,https://amcdefenselaw.com/,(561) 542-5494; (561) 665-8020,,,,yes,Florida,consumer_and_research,,,"peptide, peptides",2,,repo roster (listdeep:mirrorplasticsurgery.com),,,,,,,ok,4,
thinkpeptides® Peptide Products - ProImmune,unknown (discovered via search),https://proimmune.com/,proimmune.com,enquiries@proimmune.com,enquiries@proimmune.com,website,https://proimmune.com/,(201) 803-0452; (248) 014-9684; (248) 025-0104,,,,yes,Texas,manufacturing_lab,yes,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""New Mexico"")",,,,,,,ok,7,
UK SARMs,unknown (discovered via search),https://uksarms.com/,uksarms.com,sales@uksarms.com,sales@uksarms.com; customer.service@uksarms.com; u00a0sales@uksarms.com,website,https://www.uksarms.com/contact-us/,,,,,no,,research_only,yes,yes,"peptide, peptides",2,,repo roster (listdeep:muscleandbrawn.com),,,,,,,ok,7,
Utah Biolabs — Research-Grade Peptides & Amino Compounds,unknown (discovered via search),https://utahbiolabs.com/,utahbiolabs.com,research@utahbiolabs.com,research@utahbiolabs.com,website,https://utahbiolabs.com/pages/contact,,,,,yes,utah,research_only,yes,yes,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Utah"" lab tested)",,,,,,,ok_chromium,3,
View certificate,unknown (discovered via search),https://accumarklabs.com/,accumarklabs.com,info@accumarklabs.com,info@accumarklabs.com; contact@website.com,website,https://accumarklabs.com/,(949) 783-8724,,,,yes,California,research_only,yes,yes,"peptide, semaglutide",2,,repo roster (listdeep:peptagon.com),,,,,,,ok,6,
Visit Primal Peptides →,unknown (discovered via search),https://primalpeptides.eu/,primalpeptides.eu,support@primalpeptides.nl,support@primalpeptides.nl,website,https://primalpeptides.eu/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,repo roster (listdeep:pepsider.com),,,,,,,ok+deep,17,
Visit site,unknown (discovered via search),https://antietpeptide.com/,antietpeptide.com,service@antietpeptide.com,service@antietpeptide.com,website,https://antietpeptide.com/contact/,(540) 287-2646,,,,no,,manufacturing_lab,yes,yes,"peptide, peptides",2,,repo roster (listdeep:peptidesfinder.com),,,,,,,ok,4,
Visit site ↗,unknown (discovered via search),https://avarapep.com/,avarapep.com,support@avarapep.com,support@avarapep.com,website,https://avarapep.com/privacy-policy/,(920) 540-5846; (920) 742-3845,,,,no,,research_only,,yes,"peptide, peptides",2,,repo roster (listdeep:peptideprices.net),,,,,,,ok,3,
Wellnex Collagen Peptides: Home,unknown (discovered via search),https://wellnex-collagen.com/,wellnex-collagen.com,info@nitta-gelatin.com,info@nitta-gelatin.com,website,https://wellnex-collagen.com/pages/contact,(484) 231-0568; (484) 286-4400; (919) 238-3222,,,,yes,NC,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""North Carolina"")",,,,,,,ok_chromium,4,
What Are Peptides? An Introduction for Researchers and Developers,unknown (discovered via search),https://adesisinc.com/,adesisinc.com,careers@adesisinc.com,careers@adesisinc.com; privacy@adesisinc.com,website,https://adesisinc.com/privacy-policy,(302) 323-4880,,,,yes,Alabama,manufacturing_lab,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Delaware"")",,,,,,,ok_chromium+deep,8,
5 Best Peptide Companies: Trusted Online Vendors in 2026,unknown (discovered via search),https://247digitalmarketing.com/,247digitalmarketing.com,247digitalmarketing@gmail.com,247digitalmarketing@gmail.com,website,https://247digitalmarketing.com/,,,,,yes,Louisiana,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:peptide supplier ""Minnesota"" lab tested)",,,,,,,ok,3,
Advanced Peptide Therapy - Waterville Maine - MaineCHI,unknown (discovered via search),https://mainechi.com/,mainechi.com,info@mainechi.com,info@mainechi.com,website,https://mainechi.com/,(207) 250-0255; (207) 692-1090,,,,yes,Maine,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:peptide supplier ""Maine"" lab tested)",,,,,,,ok,3,
Altimmune: Pemvidutide Phase 2b MASH update,unknown (discovered via search),https://altimmune.com/,altimmune.com,information@altimmune.com,information@altimmune.com; gweaver@altimmune.com; hr@altimmune.com; ir@altimmune.com; efox@realchemistry.com,website,https://altimmune.com/contact-us/,(240) 654-1450; (619) 826-4657,,,,yes,Ohio,consumer_and_research,,,glp-1,1,,repo roster (listdeep:luxaralabs.com),,,,,,,ok,5,
Biohaven: Clinical-stage Biopharmaceutical Company,unknown (discovered via search),https://biohaven.com/,biohaven.com,info@biohavenpharma.com,info@biohavenpharma.com,website,https://biohaven.com/policies/privacy-policy,,,,,yes,Connecticut,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:research peptides company ""Connecticut"")",,,,,,,ok+deep,12,
BioVendor Group,unknown (discovered via search),https://biovendor.group/,biovendor.group,info@biovendor-mdx.com,info@biovendor-mdx.com; info@biovendor.com; info@biovendor.cz; info@biovendor.sk; info@diasource.be; info@viennalab.com,website,https://biovendor.group/contacts,(431) 812-0156,,,,yes,,consumer_and_research,,,peptide,1,,repo roster (listdeep:biovendor.com),,,,,,,ok,6,
Brookwood Biomedical,unknown (discovered via search),https://brookwoodbiomedical.com/,brookwoodbiomedical.com,sales@brookwoodbiomedical.com,sales@brookwoodbiomedical.com; lauren@brookwoodbiomedical.com,website,https://brookwoodbiomedical.com/,(205) 688-9110; (205) 907-5827; (205) 910-0416,,,,yes,Alabama,manufacturing_lab,,,peptide,1,,"repo roster (discovery:result:research peptides company ""Alabama"")",,,,,,,ok,1,
Buy Research Peptides Online - Island Peptides,unknown (discovered via search),https://shopislandpeptide.com/,shopislandpeptide.com,support@shopislandpeptide.com,support@shopislandpeptide.com,website,https://shopislandpeptide.com/contact-us,(808) 123-4567; (808) 201-0602,,,,no,,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:research peptides company ""Hawaii"")",,,,,,,ok_chromium+deep,4,
Clinical Laboratory BioMed X partners with Novo Nordisk to t,unknown (discovered via search),https://clinlabint.com/,clinlabint.com,info@clinlabint.com,info@clinlabint.com,website,https://clinlabint.com/,(786) 007-8562,,,,yes,Wisconsin,manufacturing_lab,,,peptide,1,,repo roster (discovery:outlink:list:bmedx.com),,,,,,,ok_chromium,3,
Company - Peptilogics,unknown (discovered via search),https://peptilogics.com/,peptilogics.com,info@peptilogics.com,info@peptilogics.com; contact@peptilogics.com,website,https://peptilogics.com/privacy-policy/,(412) 643-4924; (800) 952-5210,,,,yes,Delaware,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:research peptides company ""Pennsylvania"")",,,,,,,ok,4,
Contact Us - CDI Labs,unknown (discovered via search),https://cdilabs.com/,cdilabs.com,support@cdilabs.com,support@cdilabs.com; info@cdilabs.com; webmaster@cdilabs.com,website,https://cdilabs.com/,(800) 810-0873; (844) 539-6296; (939) 280-5293,,,,yes,utah,manufacturing_lab,,yes,peptide,1,,"repo roster (discovery:result:peptide supplier ""Maryland"" lab tested)",,,,,,,ok,7,
Doug Mitchell's lasso peptide research leads to new company ...,unknown (discovered via search),https://illinois.edu/,illinois.edu,helpdean@illinois.edu,helpdean@illinois.edu; admissions@illinois.edu; bursarhelp@uillinois.edu; consult@illinois.edu; disability@illinois.edu; finaid@illinois.edu,website,https://illinois.edu/,(217) 244-7000; (217) 333-0035; (217) 333-0050,,,,yes,Illinois,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:research peptides company ""Illinois"")",,,,,,,ok,7,
Exton | Pharmaron,unknown (discovered via search),https://pharmaron.com/,pharmaron.com,bd@pharmaron.com,bd@pharmaron.com; pharmaronuk@fticonsulting.com,website,https://pharmaron.com/,,,,,yes,Georgia,manufacturing_lab,,,peptide,1,,"repo roster (discovery:result:peptide supplier ""Pennsylvania"" lab tested)",,,,,,,ok,7,
How enzyme chemistry is reshaping peptide drugs - ASBMB,unknown (discovered via search),https://asbmb.org/,asbmb.org,careers@asbmb.org,careers@asbmb.org,website,https://asbmb.org/about/careers,(240) 283-6600,,,,yes,Maryland,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:research peptides company ""Utah"")",,,,,,,ok,7,
Mitochondrial Peptides: What Does the Evidence Really Show?,unknown (discovered via search),https://mitoq.com/,mitoq.com,customerservice@mitoq.com,customerservice@mitoq.com,website,https://mitoq.com/pages/contact-us,(657) 256-4203,,,,yes,Colorado,consumer_and_research,yes,,nad+,1,,"repo roster (discovery:result:peptide ""subscribe and save"" research)",,,,,,,ok,4,
"NAD+ precursors, when effective, usually create subtle impro",unknown (discovered via search),https://dailycompounds.co/,dailycompounds.co,hello@dailycompounds.co,hello@dailycompounds.co,website,https://dailycompounds.co/policies/privacy-policy,,,,,no,,consumer_and_research,,,nad+,1,,repo roster (listdeep:mirrorplasticsurgery.com),,,,,,,ok,5,
NewsRamp BioMed X and Novo Nordisk Launch New Collaboration ,unknown (discovered via search),https://newsramp.com/,newsramp.com,support@mail.newsworthy.ai,support@mail.newsworthy.ai; admin@mail.newsworthy.ai,website,https://newsramp.com/privacy-policy,(833) 639-7967,,,,yes,Texas,consumer_and_research,,,glp-1,1,,repo roster (discovery:outlink:list:bmedx.com),,,,,,,ok,4,
NORDIC LIFE SCIENCE Novo Nordisk and BioMed X launch new col,unknown (discovered via search),https://nordiclifescience.org/,nordiclifescience.org,info@nlsnews.com,info@nlsnews.com; alexandra@nlsnews.com; ellen.delisio@gmail.com; gustav.ceder@gmail.com; lisa@grafin.se; malin@nlsnews.com,website,https://nordiclifescience.org/,,,,,yes,,consumer_and_research,,,semaglutide,1,,repo roster (discovery:outlink:list:bmedx.com),,,,,,,ok,4,
Online Peptide Suppliers vs. Doctor: Which Is Safe?,unknown (discovered via search),https://mirrorplasticsurgery.com/,mirrorplasticsurgery.com,hello@mirrorplasticsurgery.com,hello@mirrorplasticsurgery.com; hello@yourwellnesssite.com,website,https://mirrorplasticsurgery.com/,(727) 361-6515,,,,yes,Maryland,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:peptide supplier ""Alaska"" lab tested)",,,,,,,ok,4,
Peptide Therapy Clinic & Supplementation | Orlando + Tampa FL,unknown (discovered via search),https://orthobiologicsassociates.com/,orthobiologicsassociates.com,info@oahealing.com,info@oahealing.com,website,https://orthobiologicsassociates.com/policies/contact-information,(877) 381-4200,,,,yes,Florida,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:research peptides company ""Florida"")",,,,,,,ok+deep,11,
Peptide Therapy in Maine & Southern NH | Mainestream Health Co.,unknown (discovered via search),https://mainestreamhealthco.com/,mainestreamhealthco.com,office@mainestreamhealthco.com,office@mainestreamhealthco.com,website,https://mainestreamhealthco.com/,(207) 317-6770; (207) 870-4909,,,,yes,Maine,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:peptide supplier ""Maine"" lab tested)",,,,,,,ok,6,
"Peptide Therapy | Bozeman, MT - The Aesthetic Firm",unknown (discovered via search),https://theaestheticfirm.com/,theaestheticfirm.com,office@theaestheticfirm.com,office@theaestheticfirm.com,website,https://theaestheticfirm.com/,(406) 624-2300; (406) 624-2700,,,,yes,Montana,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:research peptides company ""Montana"")",,,,,,,ok,4,
Peptide Therapy | Valley Integrative Health | Southern OR,unknown (discovered via search),https://vihclinic.com/,vihclinic.com,drdevinwilson@gmail.com,drdevinwilson@gmail.com,website,https://vihclinic.com/,(541) 646-9186,,,,yes,Oregon,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:peptide supplier ""Oregon"" lab tested)",,,,,,,ok,3,
PHARMA INDUSTRIAL INDIA BioMed X and Novo Nordisk Partner to,unknown (discovered via search),https://pharmaindustrial-india.com/,pharmaindustrial-india.com,info@pharmaindustrial-india.com,info@pharmaindustrial-india.com,website,https://pharmaindustrial-india.com/legal/privacy-policy.html,(971) 128-0016,,,,yes,Massachusetts,manufacturing_lab,,,peptide,1,,repo roster (discovery:outlink:list:bmedx.com),,,,,,,ok,5,
pharmacists and health experts warned that unapproved peptid,unknown (discovered via search),https://australianpharmacist.com.au/,australianpharmacist.com.au,australianpharmacist@psa.org.au,australianpharmacist@psa.org.au; privacyofficer@psa.org.au,website,https://www.australianpharmacist.com.au/,,,,,no,,consumer_and_research,,,peptide,1,,repo roster (discovery:outlink:list:safemedicines.org),,,,,,,ok,3,
Research and early development presentation ↗,unknown (discovered via search),https://novonordisk.com/,novonordisk.com,privacy@novonordisk.com,privacy@novonordisk.com,website,https://novonordisk.com/data-privacy-and-user-rights.html,,,,,no,,consumer_and_research,,,semaglutide,1,,repo roster (listdeep:peptidelocal.com),,,,,,,ok,7,
"Rise Peptide — Research-Grade Peptide, Third-Party Tested",unknown (discovered via search),https://risepeptide.com/,risepeptide.com,risepeptidelabs@gmail.com,risepeptidelabs@gmail.com,website,https://risepeptide.com/,(706) 483-5498,,,,yes,GEORGIA,manufacturing_lab,yes,yes,peptide,1,,"repo roster (discovery:result:peptide supplier ""Georgia"" lab tested)",,,,,,,ok,7,
Services Offered by Ellsworth IV Infusion and Wellness Medical Spa,unknown (discovered via search),https://ellsworthivinfusion.net/,ellsworthivinfusion.net,info@indiantypefoundry.com,info@indiantypefoundry.com; milenabbrandao@gmail.com,website,https://ellsworthivinfusion.net/,(207) 945-1510,,,,yes,Maine,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:peptide supplier ""Maine"" lab tested)",,,,,,,ok_chromium,4,
Technology Networks Biopharma BioMed X® and Novo Nordisk® La,unknown (discovered via search),https://technologynetworks.com/,technologynetworks.com,apps@technologynetworks.com,apps@technologynetworks.com; k.giles@technologynetworks.com; posters@technologynetworks.com; pr@technologynetworks.com; privacy@technologynetworks.com; privacy@labxmediagroup.com,website,https://technologynetworks.com/tn/privacy,,,,,yes,Pennsylvania,consumer_and_research,,,glp-1,1,,repo roster (discovery:outlink:list:bmedx.com),,,,,,,ok,7,reads like editorial/affiliate site
the first modern warning letter targeting a research-peptide,unknown (discovered via search),https://stonegatesystems.co/,stonegatesystems.co,zane@stonegatesystems.co,zane@stonegatesystems.co,website,https://stonegatesystems.co/,,,,,yes,Utah,consumer_and_research,yes,,peptide,1,,repo roster (discovery:outlink:list:mirrorplasticsurgery.com),,,,,,,ok,3,
The Pharmacy Compounding Advisory Committee’s July 2026 vote,unknown (discovered via search),https://trueeval.com/,trueeval.com,support@trueeval.com,support@trueeval.com,website,https://trueeval.com/contact,(844) 771-7836,,,,no,,consumer_and_research,,,glp-1,1,,repo roster (listdeep:mirrorplasticsurgery.com),,,,,,,ok+deep,6,
Visit Peptide Store,unknown (discovered via search),https://peptidestore.store/,peptidestore.store,,,,,(332) 324-6933,,,,yes,California,manufacturing_lab,yes,yes,"5-amino-1mq, aod-9604, bpc-157, cagrilintide, cjc-1295, dsip, epitalon, ghk-cu, glp-1, gonadorelin, hexarelin, ipamorelin, kisspeptin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, pt-141, retatrutide, selank, semaglutide, semax, sermorelin, ss-31, tb-500, tb500, tesamorelin, tesofensine, thymosin, tirzepatide",32,,repo roster (discovery:outlink:list:peptidetech.co),,,,,,,ok+deep,8,
About Us - Pacific Research Peptides,unknown (discovered via search),https://pacificresearchpeptides.com/,pacificresearchpeptides.com,,,,,,,,,yes,Hawaii,research_only,yes,yes,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, mots-c, peptide, peptides, retatrutide, semaglutide, tb-500, tesamorelin, thymosin, tirzepatide",14,,"repo roster (discovery:result:peptide supplier ""Hawaii"" lab tested)",,,,,,,ok_chromium+deep,8,
https://www.peptidegarden.com/pcac-july-2026,unknown (discovered via search),https://peptidegarden.com/,peptidegarden.com,,,,,,,,,no,,consumer_and_research,,,"bpc-157, dsip, epitalon, ghk-cu, glp-1, mots-c, peptide, peptides, semaglutide, semax, tb-500, thymosin",12,,repo roster (listdeep:cellpeptides.com),,,,,,,ok+deep,3,
Glastonbury Peptide Therapy for Healing and Recovery,unknown (discovered via search),https://doctoranitamd.com/,doctoranitamd.com,,,,,(860) 200-0249,,,,yes,Connecticut,consumer_and_research,,,"bpc-157, glp-1, ipamorelin, peptide, peptides, pt141, semaglutide, sermorelin, tirzepatide",9,,"repo roster (discovery:result:peptide supplier ""Connecticut"" lab tested)",,,,,,,ok+deep,4,
Pearsey | Independent Peptide Testing,unknown (discovered via search),https://pearseytest.com/,pearseytest.com,,,,,,,,,yes,Idaho,research_only,,yes,"bpc-157, ghk-cu, glp-1, peptide, peptides, retatrutide, semaglutide, tirzepatide",8,,"repo roster (discovery:result:peptide supplier ""Idaho"" lab tested)",,,,,,,ok+deep,4,
Peptide Testing Labs in Delaware | ACS Lab (USA),unknown (discovered via search),https://acslabtest.com/,acslabtest.com,,,,,(561) 513-8435,,,,yes,Florida,manufacturing_lab,,,"bpc-157, glp-1, peptide, peptides, retatrutide, semaglutide, tesamorelin, tirzepatide",8,,"repo roster (discovery:result:peptide supplier ""Delaware"" lab tested)",,,,,,,ok+deep,7,
Portland Peptide Company | Research Peptides,unknown (discovered via search),https://portlandpeptidecompany.com/,portlandpeptidecompany.com,,,,,,,,,yes,Oregon,research_only,yes,yes,"dsip, ghk-cu, mots-c, peptide, peptides, selank, tesamorelin",7,,"repo roster (discovery:result:research peptides company ""Oregon"")",,,,,,,ok+deep,8,
Mainely Peptides – New England's Premier Research Peptide ...,unknown (discovered via search),https://mainelypeptides.com/,mainelypeptides.com,,,,,,,,,yes,Maine,research_only,yes,yes,"bpc-157, ghk-cu, nad+, peptide, peptides, tb-500",6,,"repo roster (discovery:result:research peptides company ""Maine"")",,,,,,,ok+deep,9,
About Como Peptides - ComoPeptides.com,unknown (discovered via search),https://comopeptides.com/,comopeptides.com,,,,,,,,,yes,,research_only,yes,yes,"bpc-157, ghk-cu, peptide, peptides, tb-500",5,,"repo roster (discovery:result:research peptides company ""Missouri"")",,,,,,,ok+deep,23,
Best US Peptide Shops 2026 - Independently Ranked & Tested,unknown (discovered via search),https://pepsider.com/,pepsider.com,,,,,,,,,yes,Texas,consumer_and_research,yes,,"bpc-157, glp-1, peptide, peptides, retatrutide",5,,"repo roster (discovery:result:peptide supplier ""Connecticut"" lab tested)",,,,,,,ok+deep,6,reads like editorial/affiliate site
Rejuvime Medical: Medical Weight Loss & Hormone Therapy,unknown (discovered via search),https://rejuvimemedical.com/,rejuvimemedical.com,,,,,(225) 228-3128; (225) 271-5711; (225) 314-8902,,,,yes,Louisiana,consumer_and_research,,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,,"repo roster (discovery:result:peptide supplier ""Louisiana"" lab tested)",,,,,,,ok+deep,8,
Are peptides legal in Missouri? - PeptideLaws.com,unknown (discovered via search),https://peptidelaws.com/,peptidelaws.com,,,,,,,,,yes,California,consumer_and_research,,,"glp-1, peptide, peptides, retatrutide",4,,"repo roster (discovery:result:research peptides company ""Missouri"")",,,,,,,ok+deep,5,
Peptide Therapy - Innovative Care,unknown (discovered via search),https://innovative-care.com/,innovative-care.com,,,,,(773) 270-5600; (773) 278-7024; (773) 435-8247,,,,yes,California,consumer_and_research,,,"peptide, peptides, semaglutide, tirzepatide",4,,"repo roster (discovery:result:research peptides company ""Illinois"")",,,,,,,ok_chromium+deep,7,
ruowhitelabel.com,unknown (discovered via search),https://ruowhitelabel.com/,ruowhitelabel.com,,,,,,,,,yes,Texas,manufacturing_lab,,yes,"5-amino-1mq, bpc-157, peptide, peptides",4,,repo roster (listdeep:peptidetech.co),,,,,,,ok+deep,9,
injected intramuscularly,unknown (discovered via search),https://isarms.com/,isarms.com,,,,,,,,,no,,consumer_and_research,,,"cjc-1295, peptide, peptides",3,,repo roster (listdeep:jaycampbell.com),,,,,,,ok+deep,14,
About Elutide | Research Peptide Supplier | Lab Tested,unknown (discovered via search),https://elutide.com/,elutide.com,,,,,(586) 300-5006,,,,no,,research_only,,yes,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Michigan"")",,,,,,,ok_chromium+deep,7,
ABOUT US - - Blue Print Peptides,unknown (discovered via search),https://blueprintpeptides.net/,blueprintpeptides.net,,,,,,,,,yes,Oregon,research_only,,yes,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Oregon"" lab tested)",,,,,,,ok+deep,14,
BAC 10ml,unknown (discovered via search),https://swisschems.org/,swisschems.org,,,,,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,repo roster (listdeep:swisschems.is),,,,,,,ok+deep,12,
Bhardwaj Lab,unknown (discovered via search),https://peptidedesign.org/,peptidedesign.org,,,,,,,,,yes,Washington,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Washington"")",,,,,,,ok+deep,2,
Login to see the full catalog,unknown (discovered via search),https://biomystlabs.com/,biomystlabs.com,,,,,,,,,no,,research_only,,yes,"peptide, peptides",2,,repo roster (listdeep:bodyhackguide.co),,,,,,,ok+deep,19,
Peptide manufacturing and analysis,unknown (discovered via search),https://sterlingpharmasolutions.com/,sterlingpharmasolutions.com,,,,,(262) 251-5044; (919) 678-0702,,,,yes,North Carolina,manufacturing_lab,,,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""North Carolina"" lab tested)",,,,,,,ok+deep,11,
Peptide Test,unknown (discovered via search),https://peptidetest.com/,peptidetest.com,,,,,,,,,yes,Michigan,manufacturing_lab,yes,yes,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Michigan"" lab tested)",,,,,,,ok+deep,11,
Peptide Therapy Longmont Colorado by Summit Wellness Group,unknown (discovered via search),https://summitwellnessgroup.com/,summitwellnessgroup.com,,,,,(970) 408-1981,,,,yes,Colorado,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Colorado"")",,,,,,,ok+deep,5,
Peptides & Nutritional Consults - Idaho Brain & Body Institute,unknown (discovered via search),https://idahobrainandbody.com/,idahobrainandbody.com,,,,,(208) 550-2380; (208) 550-4970,,,,yes,idaho,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Idaho"" lab tested)",,,,,,,ok_chromium+deep,3,
Peptides - Enzo Biochem,unknown (discovered via search),https://enzo.com/,enzo.com,,,,,,,,,yes,Alabama,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Montana"")",,,,,,,ok+deep,9,
PeptideTrust,unknown (discovered via search),https://peptidetrust.org/,peptidetrust.org,,,,,,,,,no,,research_only,,yes,"peptide, peptides",2,,repo roster (listdeep:klow-peptide.com),,,,,,,ok+deep,18,
This website,unknown (discovered via search),https://follistatin-peptide.com/,follistatin-peptide.com,,,,,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,repo roster (listdeep:jaycampbell.com),,,,,,,ok+deep,2,
Visit Direct Peptides →,unknown (discovered via search),https://direct-peptides.com/,direct-peptides.com,,,,,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,repo roster (listdeep:pepsider.com),,,,,,,ok_chromium+deep,4,
BioEdge Research Labs Expands Independent Analytical Testing ...,unknown (discovered via search),https://bignewsnetwork.com/,bignewsnetwork.com,,,,,,,,,yes,Alabama,consumer_and_research,,,semaglutide,1,,"repo roster (discovery:result:peptide supplier ""Oklahoma"" lab tested)",,,,,,,ok_chromium+deep,8,
"Clear, dose-dependent declines in attention, working memory,",unknown (discovered via search),https://clearheadlab.com/,clearheadlab.com,,,,,,,,,yes,New York,consumer_and_research,,,nad+,1,,repo roster (listdeep:mirrorplasticsurgery.com),,,,,,,ok+deep,4,reads like editorial/affiliate site
Day-one peptide compounding vote results Contemporaneous vot,unknown (discovered via search),https://fiercepharma.com/,fiercepharma.com,,,,,,,,,no,,consumer_and_research,,,glp-1,1,,repo roster (listdeep:peptidelocal.com),,,,,,,ok_chromium+deep,5,
European Biotechnology Magazine BioMed X and Novo Nordisk co,unknown (discovered via search),https://european-biotechnology.com/,european-biotechnology.com,,,,,,,,,yes,California,consumer_and_research,,,peptide,1,,repo roster (discovery:outlink:list:bmedx.com),,,,,,,ok+deep,7,
"Peptide Therapy In Boise, ID | Renu Medispa",unknown (discovered via search),https://renumedispa.com/,renumedispa.com,,,,,(208) 939-4456,,,,yes,Idaho,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:peptide supplier ""Idaho"" lab tested)",,,,,,,ok_chromium+deep,8,
"Peptide Therapy | Colorado Ageless Institute | Castle Rock, CO",unknown (discovered via search),https://coloradoagelessinstitute.com/,coloradoagelessinstitute.com,,,,,(720) 465-8565,,,,yes,Colorado,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:research peptides company ""Colorado"")",,,,,,,ok+deep,5,
Peptide Treatments in Ridgefield & Wallingford,unknown (discovered via search),https://ctpainsolutions.com/,ctpainsolutions.com,,,,,(203) 626-9080; (203) 724-9290,,,,yes,Connecticut,consumer_and_research,,,peptide,1,,"repo roster (discovery:result:research peptides company ""Connecticut"")",,,,,,,ok+deep,13,
See Website,unknown (discovered via search),https://tangobio.com/,tangobio.com,,,,,(872) 359-4170,,,,no,,consumer_and_research,,,peptide,1,,repo roster (discovery:outlink:list:boulderpeptide.org),,,,,,,ok+deep,3,
Whey and casein labeled with L-[1-13C]leucine and muscle pro,unknown (discovered via search),https://physiology.org/,physiology.org,,,,,(240) 366-1138; (844) 526-1700,,,,yes,Washington,consumer_and_research,,,glp-1,1,,repo roster (listdeep:healthedacademy.com),,,,,,,ok+deep,8,
