vendor,country,website,domain,primary_email,all_emails,email_source,email_page,phone,whatsapp,telegram_signal,social,us_signal_on_site,state_mentioned,company_type,sells_direct,research_only,peptide_terms_found,peptide_hits,peptidebase_tier,listed_on,peptidebase_profile,finnrick_profile,finnrick_location,finnrick_products_tested,finnrick_tests,finnrick_status,crawl_status,pages_checked,notes
In Peptides,United States (Finnrick),https://inpeptides.com/,inpeptides.com,info@inpeptides.com,info@inpeptides.com; orders@peptidehub.com,website,https://inpeptides.com/,(800) 292-4611,,,,yes,,research_only,yes,yes,"5-amino-1mq, aod-9604, bpc-157, cjc-1295, dsip, epitalon, ghk-cu, ipamorelin, kisspeptin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, pt-141, selank, semax, sermorelin, tb-500, tb500, tesamorelin, tesofensine, thymosin",24,,Finnrick,,https://www.finnrick.com/vendors/in-peptides,Us. CA 92602,0,0,Trading,ok,5,
PeptidePlugs,United States,https://peptideplugs.com/,peptideplugs.com,sales@peptideplugs.com,sales@peptideplugs.com; sales@peptideplugs.co,website,https://peptideplugs.com/,(512) 960-7885,,,,yes,Texas,research_only,yes,yes,"5-amino-1mq, aod-9604, bpc-157, cagrilintide, cjc-1295, dsip, epitalon, ghk-cu, ipamorelin, kisspeptin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, selank, semax, sermorelin, ss-31, tb-500, tb500, tesamorelin, thymosin",24,Vendor's own word 2/6,"PeptideBase, Finnrick",https://peptidebase.io/research-vendors/peptideplugs,https://www.finnrick.com/vendors/peptide-plugs,,0,0,Trading,ok,7,
Treasure Coast Peptides,United States (Finnrick),https://treasurecoastpeptides.com/,treasurecoastpeptides.com,support@treasurecoastpeptides.com,support@treasurecoastpeptides.com; sales@treasurecoastpeptides.com; sales@treasurecoastsolutions.net,website,https://treasurecoastpeptides.com/,(833) 264-6671,,,,yes,Florida,research_only,yes,yes,"5-amino-1mq, aod-9604, bpc-157, cagrilintide, cjc-1295, dsip, epitalon, ghk-cu, ipamorelin, kisspeptin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, pt-141, selank, semax, sermorelin, tb-500, tb500, tesamorelin, thymosin",24,,Finnrick,,https://www.finnrick.com/vendors/treasure-coast-peptides,US,0,0,Trading,ok,6,
NuRev Peptides,United States (roster),https://nurevpeptides.com/,nurevpeptides.com,support@nurevpeptides.com,support@nurevpeptides.com,website,https://nurevpeptides.com/,(805) 288-1130; (833) 761-4929,,,,yes,Utah,manufacturing_lab,yes,yes,"5-amino-1mq, bpc-157, cagrilintide, cjc-1295, dsip, epitalon, ghk-cu, glp-1, hexarelin, ipamorelin, kisspeptin, melanotan, mots-c, peptide, peptides, selank, semaglutide, semax, sermorelin, tb-500, tesamorelin, thymosin, tirzepatide",23,,repo roster (seed_urls),,,,,,,ok_chromium,5,
Oros,United States,https://orosresearch.com/,orosresearch.com,support@orosresearch.com,support@orosresearch.com,website,https://orosresearch.com/,(910) 250-8786,,,,yes,California,manufacturing_lab,yes,yes,"5-amino-1mq, aod-9604, bpc-157, cjc-1295, dsip, epitalon, ghk cu, ghk-cu, ipamorelin, kisspeptin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, pt-141, selank, semax, sermorelin, tb-500, tesamorelin, thymosin",23,Vendor's own word 2/6,"PeptideBase, Finnrick",https://peptidebase.io/research-vendors/oros,https://www.finnrick.com/vendors/oros-research,US,0,0,Trading,ok,8,
Peptide Pros,United States,https://peptidepros.net/,peptidepros.net,info@peptidepros.net,info@peptidepros.net,website,https://peptidepros.net/,(888) 391-1312; (888) 995-1591,,,,yes,Pennsylvania,manufacturing_lab,yes,,"aod-9604, bpc-157, cjc-1295, dsip, ghk-cu, hexarelin, ipamorelin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, pt-141, pt141, semax, sermorelin, ss-31, tb-500, tb500, tesamorelin, thymosin",22,Vendor's own word 1/6,"PeptideBase, Finnrick",https://peptidebase.io/research-vendors/peptide-pros,https://www.finnrick.com/vendors/peptide-pros,"US, CL",0,0,Trading,ok,7,
Pure Peptides,United States,https://purepeptides.com/,purepeptides.com,team@purepeptides.com,team@purepeptides.com,website,https://purepeptides.com/,,,,,yes,California,manufacturing_lab,yes,yes,"aod-9604, bpc-157, cjc-1295, dsip, epitalon, ghk-cu, hexarelin, ipamorelin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, pt-141, selank, semax, sermorelin, ss-31, tb-500, tesamorelin, thymosin",22,Vendor's own word 1/6,PeptideBase,https://peptidebase.io/research-vendors/pure-peptides,,,,,,ok,7,
Core Peptides,United States,https://corepeptides.com/,corepeptides.com,support@corepeptides.com,support@corepeptides.com,website,https://corepeptides.com/,(805) 429-8132,,,,yes,Florida,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, dsip, ghk-cu, gonadorelin, hexarelin, ipamorelin, kisspeptin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, pt-141, selank, semax, sermorelin, tb-500, tesamorelin, thymosin",21,Vendor's own word 2/6,"PeptideBase, Finnrick",https://peptidebase.io/research-vendors/core-peptides,https://www.finnrick.com/vendors/core-peptides,,0,0,Trading,ok_chromium,5,
Elyria Bio,United States,https://elyriabio.com/,elyriabio.com,support@elyriabio.com,support@elyriabio.com,website,https://elyriabio.com/,,,,,yes,Delaware,research_only,yes,yes,"5-amino-1mq, aod-9604, bpc-157, cagrilintide, cjc-1295, dsip, ghk-cu, ipamorelin, kisspeptin, melanotan, mots-c, nad+, peptide, peptides, pt-141, selank, semax, ss-31, tb-500, tesamorelin, thymosin",21,Vendor's own word 2/6,PeptideBase,https://peptidebase.io/research-vendors/elyria-bio,,,,,,ok,4,
GetMyPepti,United States (roster),https://getmypepti.com/,getmypepti.com,support@getmypepti.com,support@getmypepti.com,website,https://getmypepti.com/contact-us/,,,,,yes,,manufacturing_lab,yes,yes,"bpc-157, cagrilintide, cjc-1295, dsip, epitalon, ghk-cu, ipamorelin, mots-c, nad+, oxytocin, peptide, peptides, retatrutide, selank, semaglutide, semax, sermorelin, ss-31, tb-500, tesamorelin, tirzepatide",21,,repo roster (vendor_domains),,,,,,,ok,7,
Raw Amino,United States,https://rawamino.com/,rawamino.com,support@rawamino.com,support@rawamino.com,website,https://rawamino.com/,,,,,yes,,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, dsip, ghk-cu, gonadorelin, hexarelin, ipamorelin, kisspeptin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, pt-141, selank, semax, sermorelin, tb-500, tesamorelin, thymosin",21,Nothing at all,PeptideBase,https://peptidebase.io/research-vendors/raw-amino,,,,,,ok,4,
Blackline Scientific,United States,https://blacklinescientific.com/,blacklinescientific.com,support@blacklinescientific.com,support@blacklinescientific.com,website,https://blacklinescientific.com/contact,,,,,no,,research_only,yes,yes,"5-amino-1mq, bpc-157, cjc-1295, dsip, epitalon, ghk-cu, ipamorelin, kisspeptin, mots-c, nad+, peptide, pt-141, selank, semax, sermorelin, ss-31, tb-500, tb500, tesamorelin, thymosin",20,Vendor's own word 1/6,PeptideBase,https://peptidebase.io/research-vendors/blackline-scientific,,,,,,ok,3,
Chameleon Peptides,United States,https://chameleonpeptides.com/,chameleonpeptides.com,support@chameleonpeptides.com,support@chameleonpeptides.com; privacy@chameleonpeptides.com; stuart@chameleonpeptides.com,website,https://chameleonpeptides.com/,(916) 450-9387,,,X @Chameleonpeps,yes,Washington,research_only,yes,yes,"5-amino-1mq, aod-9604, aod9604, bpc-157, cjc-1295, dsip, ghk-cu, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, selank, semax, sermorelin, ss-31, tb-500, tesamorelin, thymosin",20,Tested independently,"PeptideBase, Finnrick",https://peptidebase.io/research-vendors/chameleon-peptides,https://www.finnrick.com/vendors/chameleon-peptides,,0,0,active,ok,8,Origin Sourcing Group LLC; Sacramento CA; (916) 450-9387
Iluma Peptide Co,United States,https://iluma-peptide.vercel.app/,iluma-peptide.vercel.app,support@ilumapeptide.co,support@ilumapeptide.co; research@ilumapeptide.co; researcher@lab.org,website,https://iluma-peptide.vercel.app/,,,,,yes,Florida,manufacturing_lab,yes,yes,"5-amino-1mq, bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, retatrutide, selank, semaglutide, sermorelin, ss-31, tb-500, tesamorelin, thymosin, tirzepatide",20,Nothing at all,PeptideBase,https://peptidebase.io/research-vendors/iluma-peptide-co,,,,,,ok,5,
Biostrategix,United States (Finnrick),https://biostrategix.com/,biostrategix.com,info@biostrategix.com,info@biostrategix.com,website,https://biostrategix.com/contact-us/,,,,,yes,California,research_only,,yes,"bpc-157, cjc-1295, dsip, ghk-cu, hexarelin, ipamorelin, kisspeptin, mots-c, nad+, peptide, pt-141, pt141, selank, semax, sermorelin, tb-500, tb500, tesofensine, thymosin",19,,Finnrick,,https://www.finnrick.com/vendors/biostrategix,US,0,0,Trading,ok,5,
Kylo Peptides,United States,https://kylopeptides.com/,kylopeptides.com,support@kylopeptides.com,support@kylopeptides.com; privacy@kylopeptides.com,website,https://kylopeptides.com/,(260) 406-0200; (350) 252-3314,,,,yes,California,manufacturing_lab,yes,yes,"aod-9604, bpc-157, epitalon, ghk-cu, ipamorelin, kisspeptin, melanotan, mots-c, nad+, peptide, peptides, pt-141, selank, semax, sermorelin, ss-31, tb-500, tesamorelin, thymosin",19,Vendor's own word 1/6,PeptideBase,https://peptidebase.io/research-vendors/kylo-peptides,,,,,,ok,8,
Peptide Foundry,United States,https://peptidefoundry.com/,peptidefoundry.com,support@peptidefoundry.com,support@peptidefoundry.com,website,https://peptidefoundry.com/,(770) 878-1131,,,,yes,California,manufacturing_lab,yes,yes,"aod-9604, bpc-157, cjc-1295, dsip, ghk-cu, ipamorelin, melanotan, mots-c, nad+, peptide, peptides, pt-141, selank, semax, sermorelin, ss-31, tb-500, tesamorelin, thymosin",19,Nothing at all,PeptideBase,,,,,,,ok,8,No PeptideBase profile page
Platinum Lion Peptides,United States,https://platinumlionpeptides.com/,platinumlionpeptides.com,support@platinumlionpeptides.com,support@platinumlionpeptides.com; info@platinumlionpeptides.com,website,https://platinumlionpeptides.com/,,,,,yes,Massachusetts,research_only,yes,yes,"5-amino-1mq, bpc-157, cagrilintide, cjc-1295, epitalon, ghk-cu, glp-1, ipamorelin, kisspeptin, mots-c, nad+, peptide, peptides, pt-141, selank, semax, ss-31, tb-500, thymosin",19,Vendor's own word 1/6,"PeptideBase, PeptiPrices, Finnrick",https://peptidebase.io/research-vendors/platinum-lion-peptides,https://www.finnrick.com/vendors/platinum-lion-peptides,,0,0,Trading,ok,5,
Topstide,United States (Finnrick),https://peptide24h.com/,peptide24h.com,service@peptide24h.com,service@peptide24h.com; service@peptide24h.comat,website,https://peptide24h.com/,,,,,yes,IL,consumer_and_research,yes,,"5-amino-1mq, bpc-157, cjc1295, dsip, epitalon, ghk-cu, ipamorelin, kisspeptin, mots-c, oxytocin, peptide, peptides, selank, semaglutide, semax, sermorelin, ss-31, thymosin",18,,Finnrick,,https://www.finnrick.com/vendors/topstide,"US, IL 60106",0,0,Trading,ok,6,
Sports Technology Labs,United States,https://sportstechnologylabs.com/,sportstechnologylabs.com,info@sportstechnologylabs.com,info@sportstechnologylabs.com,website,https://sportstechnologylabs.com/,(959) 333-0983,,,,yes,maine,research_only,yes,yes,"bpc-157, cjc-1295, dsip, epitalon, ghk-cu, ipamorelin, kisspeptin, melanotan, mots-c, peptide, peptides, pt-141, selank, semax, sermorelin, ss-31, tb-500",17,Vendor's own word 2/6,"PeptideBase, Finnrick",https://peptidebase.io/research-vendors/sports-technology-labs,https://www.finnrick.com/vendors/sports-technology-labs,"US, Ct 06484",0,0,Trading,ok,6,
Element SARMS,United States,https://elementsarms.com/,elementsarms.com,support@elementsarms.com,support@elementsarms.com; info@elementsarms.com; sales@elementsarms.com; service@elementsarms.com,website,https://elementsarms.com/,(800) 393-6010,,,,yes,Alabama,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, ghk-cu, glp-1, glp1, hexarelin, ipamorelin, melanotan, nad+, peptide, peptides, pt-141, selank, sermorelin, tb-500, tesamorelin",16,Vendor's own word 1/6,PeptideBase,https://peptidebase.io/research-vendors/elementsarms,,,,,,ok,7,
Limitless Biochem,United States,https://limitlessbiochem.com/,limitlessbiochem.com,support@limitlessbiochem.eu,support@limitlessbiochem.eu,website,https://www.limitlessbiochem.com/contact-information,,,,,yes,Georgia,research_only,yes,yes,"bpc-157, cjc-1295, dsip, ghk-cu, ipamorelin, melanotan, mots-c, nad+, peptide, peptides, retatrutide, semax, ss-31, tb-500, tesamorelin, thymosin",16,Nothing at all,PeptideBase,,,,,,,ok,6,No PeptideBase profile page
NordSci Peptides,United States,https://nordscipeptides.com/,nordscipeptides.com,sales@nordsci.com,sales@nordsci.com,website,https://nordscipeptides.com/,(530) 815-1587; (530) 815-8717,,,,yes,CA,research_only,yes,yes,"5-amino-1mq, aod-9604, bpc-157, cjc-1295, dsip, ghk-cu, gonadorelin, hexarelin, ipamorelin, kisspeptin, melanotan, nad+, peptide, peptides, tb-500, tesofensine",16,Nothing at all,PeptideBase,,,,,,,ok,6,No PeptideBase profile page
Regenerative Research,United States,https://regenerativeresearch.co/,regenerativeresearch.co,info@regenerativeresearch.co,info@regenerativeresearch.co,website,https://regenerativeresearch.co/privacy-policy,,,,,no,,research_only,yes,yes,"bpc-157, cjc-1295, dsip, ghk-cu, ipamorelin, melanotan, mots-c, nad+, peptide, peptides, selank, semax, ss-31, tb500, tesamorelin, thymosin",16,Nothing at all,PeptideBase,https://peptidebase.io/research-vendors/regenerative-research,,,,,,ok+deep,3,
AminoBros,United States (Finnrick),https://amino-bros.com/,amino-bros.com,support@aminobros.com,support@aminobros.com; contactaminobros@gmail.com,website,https://amino-bros.com/,,,,,yes,Texas,research_only,,yes,"bpc-157, cjc-1295, epitalon, ghk cu, ghk-cu, ipamorelin, melanotan, mots-c, nad+, peptide, peptides, selank, semax, tb-500, tesamorelin",15,,Finnrick,,https://www.finnrick.com/vendors/aminobros,us,0,0,Trading,ok_chromium,3,
LiveWell Peptides,United States,https://livewellpeptides.com/,livewellpeptides.com,sales@livewellpeptides.com,sales@livewellpeptides.com; sales@livewellpeptides.comphone,website,https://livewellpeptides.com/,(469) 924-4959,,,,yes,Texas,manufacturing_lab,yes,yes,"5-amino-1mq, aod-9604, bpc-157, cjc-1295, dsip, epitalon, ghk-cu, ipamorelin, peptide, peptides, selank, semax, tb-500, tesofensine, thymosin",15,Vendor's own word 3/6,PeptideBase,https://peptidebase.io/research-vendors/livewell-peptides,,,,,,ok,7,
Peptide Centre,United States,https://peptidecentre.com/,peptidecentre.com,success@peptidecentre.com,success@peptidecentre.com,website,https://peptidecentre.com/,,,,,yes,Delaware,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, dsip, ghk-cu, glp-1, ipamorelin, kisspeptin, nad+, peptide, peptides, pt-141, selank, ss-31, tb-500, thymosin",15,Nothing at all,"PeptideBase, Finnrick",https://peptidebase.io/research-vendors/peptide-centre,https://www.finnrick.com/vendors/peptide-centre,,0,0,Trading,ok,7,
BizPeptide,United States (OR),https://bizpeptide.com/,bizpeptide.com,info@bizpeptide.com,info@bizpeptide.com,website,https://bizpeptide.com/,(503) 752-9647,+1 503 752 9647,,,yes,,research_only,,yes,"aod-9604, bpc-157, cjc-1295, ghk-cu, hexarelin, ipamorelin, peptide, peptides, pt-141, selank, semax, sermorelin, tb-500, thymosin",14,,Finnrick,,https://www.finnrick.com/vendors/bizpeptide,,0,0,Trading,ok,1,No published tests yet
Pure Lab Peptides,United States,https://purelabpeptides.com/,purelabpeptides.com,support@purelabpeptides.com,support@purelabpeptides.com; info@purelabpeptides.com,website,https://purelabpeptides.com/,(855) 787-3542,,,,yes,Florida,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, ghk-cu, glp1, ipamorelin, mots-c, peptide, peptides, pt-141, selank, semax, ss-31, tb-500, tesamorelin",14,Vendor's own word 1/6,"PeptideBase, Finnrick",https://peptidebase.io/research-vendors/pure-lab-peptides,https://www.finnrick.com/vendors/pure-lab-peptides,,0,0,Trading,ok,7,
Edge Peptides,United States (Finnrick),https://edgepeptides.com/,edgepeptides.com,info@edgepeptides.com,info@edgepeptides.com,website,https://edgepeptides.com/,,,,,yes,,research_only,yes,yes,"aod9604, bpc-157, cagrilintide, cjc-1295, epitalon, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, semaglutide, semax",13,,Finnrick,,https://www.finnrick.com/vendors/edge-peptides,Us,0,0,Trading,ok,7,
Guru Peptides,United States (Finnrick),https://gurupeptides.com/,gurupeptides.com,info@gurupeptides.com,info@gurupeptides.com,website,https://gurupeptides.com/,(561) 510-6897,,,,yes,FL,research_only,yes,yes,"bpc-157, cjc-1295, ghk-cu, ipamorelin, mots-c, peptide, peptides, sermorelin, tb-500, tesamorelin, tesofensine, thymosin, tirzepatide",13,,Finnrick,,https://www.finnrick.com/vendors/guru-peptides,us,0,0,Trading,ok_chromium,5,
Honest Peptide,United States,https://honestpeptide.com/,honestpeptide.com,hello@honestpeptide.com,hello@honestpeptide.com,website,https://honestpeptide.com/,(516) 204-9005,,,,yes,California,research_only,yes,yes,"aod-9604, bpc-157, dsip, ghk-cu, glp-1, ipamorelin, melanotan, mots-c, nad+, peptide, peptides, sermorelin, tb-500",13,Vendor's own word 3/6,PeptideBase,https://peptidebase.io/research-vendors/honest-peptide,,,,,,ok,6,
LabGrade Peptides,United States,https://labgradepeptides.com/,labgradepeptides.com,support@labgradepeptides.com,support@labgradepeptides.com; legal@labgradepeptides.com; privacy@labgradepeptides.com,website,https://labgradepeptides.com/,(702) 588-3288,,,,yes,Wyoming,research_only,yes,yes,"bpc-157, ghk-cu, glp-1, mots-c, nad+, oxytocin, peptide, peptides, pt-141, selank, semax, tb-500, tesamorelin",13,Nothing at all,PeptideBase,https://peptidebase.io/research-vendors/labgrade-peptides,,,,,,ok_chromium,5,
Panda Peptides,United States,https://pandapeptides.com/,pandapeptides.com,support@pandapeptides.com,support@pandapeptides.com,website,https://pandapeptides.com/,(916) 678-1880,,,Trustpilot 5★ (73 reviews),yes,California,manufacturing_lab,yes,yes,"aod-9604, epitalon, ghk-cu, ipamorelin, kisspeptin, melanotan, nad+, peptide, peptides, pt-141, selank, semax, tesamorelin",13,Tested independently,PeptideBase,https://peptidebase.io/research-vendors/panda-peptides,,,,,,ok,8,Email pending; California
Prime Lab Peptides,United States (Finnrick),https://primelabpeptides.com/,primelabpeptides.com,support@primelabpeptides.com,support@primelabpeptides.com,website,https://primelabpeptides.com/,(800) 463-3339,,,,yes,Florida,manufacturing_lab,yes,yes,"aod-9604, bpc-157, cagrilintide, ghk-cu, glp-1, ipamorelin, melanotan, nad+, peptide, peptides, retatrutide, semaglutide, tirzepatide",13,,Finnrick,,https://www.finnrick.com/vendors/prime-lab-peptides,Us,0,0,Trading,ok,7,
